2022-05-31 15:42:13 upgrade base-files:amd64 12ubuntu4 12ubuntu4
2022-05-31 15:42:13 status half-configured base-files:amd64 12ubuntu4
2022-05-31 15:42:13 status unpacked base-files:amd64 12ubuntu4
2022-05-31 15:42:13 status half-installed base-files:amd64 12ubuntu4
2022-05-31 15:42:13 status unpacked base-files:amd64 12ubuntu4
2022-05-31 15:42:13 upgrade base-passwd:amd64 3.5.52build1 3.5.52build1
2022-05-31 15:42:13 status half-configured base-passwd:amd64 3.5.52build1
2022-05-31 15:42:13 status unpacked base-passwd:amd64 3.5.52build1
2022-05-31 15:42:13 status half-installed base-passwd:amd64 3.5.52build1
2022-05-31 15:42:13 status unpacked base-passwd:amd64 3.5.52build1
2022-05-31 15:42:13 install bash:amd64 <none> 5.1-6ubuntu1
2022-05-31 15:42:13 status half-installed bash:amd64 5.1-6ubuntu1
2022-05-31 15:42:13 status unpacked bash:amd64 5.1-6ubuntu1
2022-05-31 15:42:13 install bsdutils:amd64 <none> 1:2.37.2-4ubuntu3
2022-05-31 15:42:13 status half-installed bsdutils:amd64 1:2.37.2-4ubuntu3
2022-05-31 15:42:13 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2022-05-31 15:42:13 install coreutils:amd64 <none> 8.32-4.1ubuntu1
2022-05-31 15:42:13 status half-installed coreutils:amd64 8.32-4.1ubuntu1
2022-05-31 15:42:13 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2022-05-31 15:42:13 install dash:amd64 <none> 0.5.11+git20210903+057cd650a4ed-3build1
2022-05-31 15:42:13 status half-installed dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2022-05-31 15:42:13 status unpacked dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2022-05-31 15:42:13 install debconf:all <none> 1.5.79ubuntu1
2022-05-31 15:42:13 status half-installed debconf:all 1.5.79ubuntu1
2022-05-31 15:42:13 status unpacked debconf:all 1.5.79ubuntu1
2022-05-31 15:42:13 install debianutils:amd64 <none> 5.5-1ubuntu2
2022-05-31 15:42:13 status half-installed debianutils:amd64 5.5-1ubuntu2
2022-05-31 15:42:13 status unpacked debianutils:amd64 5.5-1ubuntu2
2022-05-31 15:42:13 install diffutils:amd64 <none> 1:3.8-0ubuntu2
2022-05-31 15:42:13 status half-installed diffutils:amd64 1:3.8-0ubuntu2
2022-05-31 15:42:13 status unpacked diffutils:amd64 1:3.8-0ubuntu2
2022-05-31 15:42:13 upgrade dpkg:amd64 1.21.1ubuntu2 1.21.1ubuntu2
2022-05-31 15:42:13 status half-configured dpkg:amd64 1.21.1ubuntu2
2022-05-31 15:42:13 status unpacked dpkg:amd64 1.21.1ubuntu2
2022-05-31 15:42:13 status half-installed dpkg:amd64 1.21.1ubuntu2
2022-05-31 15:42:13 status unpacked dpkg:amd64 1.21.1ubuntu2
2022-05-31 15:42:13 install e2fsprogs:amd64 <none> 1.46.5-2ubuntu1
2022-05-31 15:42:13 status half-installed e2fsprogs:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:13 status unpacked e2fsprogs:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:13 install findutils:amd64 <none> 4.8.0-1ubuntu3
2022-05-31 15:42:13 status half-installed findutils:amd64 4.8.0-1ubuntu3
2022-05-31 15:42:14 status unpacked findutils:amd64 4.8.0-1ubuntu3
2022-05-31 15:42:14 install gcc-12-base:amd64 <none> 12-20220319-1ubuntu1
2022-05-31 15:42:14 status half-installed gcc-12-base:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:14 status unpacked gcc-12-base:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:14 install grep:amd64 <none> 3.7-1build1
2022-05-31 15:42:14 status half-installed grep:amd64 3.7-1build1
2022-05-31 15:42:14 status unpacked grep:amd64 3.7-1build1
2022-05-31 15:42:14 install gzip:amd64 <none> 1.10-4ubuntu4
2022-05-31 15:42:14 status half-installed gzip:amd64 1.10-4ubuntu4
2022-05-31 15:42:14 status unpacked gzip:amd64 1.10-4ubuntu4
2022-05-31 15:42:14 install hostname:amd64 <none> 3.23ubuntu2
2022-05-31 15:42:14 status half-installed hostname:amd64 3.23ubuntu2
2022-05-31 15:42:14 status unpacked hostname:amd64 3.23ubuntu2
2022-05-31 15:42:14 install init-system-helpers:all <none> 1.62
2022-05-31 15:42:14 status half-installed init-system-helpers:all 1.62
2022-05-31 15:42:14 status unpacked init-system-helpers:all 1.62
2022-05-31 15:42:14 install libacl1:amd64 <none> 2.3.1-1
2022-05-31 15:42:14 status half-installed libacl1:amd64 2.3.1-1
2022-05-31 15:42:14 status unpacked libacl1:amd64 2.3.1-1
2022-05-31 15:42:14 install libattr1:amd64 <none> 1:2.5.1-1build1
2022-05-31 15:42:14 status half-installed libattr1:amd64 1:2.5.1-1build1
2022-05-31 15:42:14 status unpacked libattr1:amd64 1:2.5.1-1build1
2022-05-31 15:42:14 install libaudit-common:all <none> 1:3.0.7-1build1
2022-05-31 15:42:14 status half-installed libaudit-common:all 1:3.0.7-1build1
2022-05-31 15:42:14 status unpacked libaudit-common:all 1:3.0.7-1build1
2022-05-31 15:42:14 install libaudit1:amd64 <none> 1:3.0.7-1build1
2022-05-31 15:42:14 status half-installed libaudit1:amd64 1:3.0.7-1build1
2022-05-31 15:42:14 status unpacked libaudit1:amd64 1:3.0.7-1build1
2022-05-31 15:42:14 install libblkid1:amd64 <none> 2.37.2-4ubuntu3
2022-05-31 15:42:14 status half-installed libblkid1:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:14 status unpacked libblkid1:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:14 install libbz2-1.0:amd64 <none> 1.0.8-5build1
2022-05-31 15:42:14 status half-installed libbz2-1.0:amd64 1.0.8-5build1
2022-05-31 15:42:14 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2022-05-31 15:42:14 install libc-bin:amd64 <none> 2.35-0ubuntu3
2022-05-31 15:42:14 status half-installed libc-bin:amd64 2.35-0ubuntu3
2022-05-31 15:42:14 status unpacked libc-bin:amd64 2.35-0ubuntu3
2022-05-31 15:42:14 upgrade libc6:amd64 2.35-0ubuntu3 2.35-0ubuntu3
2022-05-31 15:42:14 status half-configured libc6:amd64 2.35-0ubuntu3
2022-05-31 15:42:14 status unpacked libc6:amd64 2.35-0ubuntu3
2022-05-31 15:42:14 status half-installed libc6:amd64 2.35-0ubuntu3
2022-05-31 15:42:14 status unpacked libc6:amd64 2.35-0ubuntu3
2022-05-31 15:42:14 install libcap-ng0:amd64 <none> 0.7.9-2.2build3
2022-05-31 15:42:14 status half-installed libcap-ng0:amd64 0.7.9-2.2build3
2022-05-31 15:42:14 status unpacked libcap-ng0:amd64 0.7.9-2.2build3
2022-05-31 15:42:14 install libcap2:amd64 <none> 1:2.44-1build3
2022-05-31 15:42:14 status half-installed libcap2:amd64 1:2.44-1build3
2022-05-31 15:42:14 status unpacked libcap2:amd64 1:2.44-1build3
2022-05-31 15:42:14 install libcom-err2:amd64 <none> 1.46.5-2ubuntu1
2022-05-31 15:42:14 status half-installed libcom-err2:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:14 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:14 install libcrypt1:amd64 <none> 1:4.4.27-1
2022-05-31 15:42:14 status half-installed libcrypt1:amd64 1:4.4.27-1
2022-05-31 15:42:14 status unpacked libcrypt1:amd64 1:4.4.27-1
2022-05-31 15:42:14 install libdb5.3:amd64 <none> 5.3.28+dfsg1-0.8ubuntu3
2022-05-31 15:42:14 status half-installed libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-05-31 15:42:14 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2022-05-31 15:42:14 install libdebconfclient0:amd64 <none> 0.261ubuntu1
2022-05-31 15:42:14 status half-installed libdebconfclient0:amd64 0.261ubuntu1
2022-05-31 15:42:15 status unpacked libdebconfclient0:amd64 0.261ubuntu1
2022-05-31 15:42:15 install libext2fs2:amd64 <none> 1.46.5-2ubuntu1
2022-05-31 15:42:15 status half-installed libext2fs2:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:15 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:15 install libgcc-s1:amd64 <none> 12-20220319-1ubuntu1
2022-05-31 15:42:15 status half-installed libgcc-s1:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:15 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:15 install libgcrypt20:amd64 <none> 1.9.4-3ubuntu3
2022-05-31 15:42:15 status half-installed libgcrypt20:amd64 1.9.4-3ubuntu3
2022-05-31 15:42:15 status unpacked libgcrypt20:amd64 1.9.4-3ubuntu3
2022-05-31 15:42:15 install libgmp10:amd64 <none> 2:6.2.1+dfsg-3ubuntu1
2022-05-31 15:42:15 status half-installed libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-05-31 15:42:15 status unpacked libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2022-05-31 15:42:15 install libgpg-error0:amd64 <none> 1.43-3
2022-05-31 15:42:15 status half-installed libgpg-error0:amd64 1.43-3
2022-05-31 15:42:15 status unpacked libgpg-error0:amd64 1.43-3
2022-05-31 15:42:15 install libgssapi-krb5-2:amd64 <none> 1.19.2-2
2022-05-31 15:42:15 status half-installed libgssapi-krb5-2:amd64 1.19.2-2
2022-05-31 15:42:15 status unpacked libgssapi-krb5-2:amd64 1.19.2-2
2022-05-31 15:42:15 install libk5crypto3:amd64 <none> 1.19.2-2
2022-05-31 15:42:15 status half-installed libk5crypto3:amd64 1.19.2-2
2022-05-31 15:42:15 status unpacked libk5crypto3:amd64 1.19.2-2
2022-05-31 15:42:15 install libkeyutils1:amd64 <none> 1.6.1-2ubuntu3
2022-05-31 15:42:15 status half-installed libkeyutils1:amd64 1.6.1-2ubuntu3
2022-05-31 15:42:15 status unpacked libkeyutils1:amd64 1.6.1-2ubuntu3
2022-05-31 15:42:15 install libkrb5-3:amd64 <none> 1.19.2-2
2022-05-31 15:42:15 status half-installed libkrb5-3:amd64 1.19.2-2
2022-05-31 15:42:15 status unpacked libkrb5-3:amd64 1.19.2-2
2022-05-31 15:42:15 install libkrb5support0:amd64 <none> 1.19.2-2
2022-05-31 15:42:15 status half-installed libkrb5support0:amd64 1.19.2-2
2022-05-31 15:42:15 status unpacked libkrb5support0:amd64 1.19.2-2
2022-05-31 15:42:15 install liblz4-1:amd64 <none> 1.9.3-2build2
2022-05-31 15:42:15 status half-installed liblz4-1:amd64 1.9.3-2build2
2022-05-31 15:42:15 status unpacked liblz4-1:amd64 1.9.3-2build2
2022-05-31 15:42:15 install liblzma5:amd64 <none> 5.2.5-2ubuntu1
2022-05-31 15:42:15 status half-installed liblzma5:amd64 5.2.5-2ubuntu1
2022-05-31 15:42:15 status unpacked liblzma5:amd64 5.2.5-2ubuntu1
2022-05-31 15:42:15 install libmount1:amd64 <none> 2.37.2-4ubuntu3
2022-05-31 15:42:15 status half-installed libmount1:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:15 status unpacked libmount1:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:15 install libncurses6:amd64 <none> 6.3-2
2022-05-31 15:42:15 status half-installed libncurses6:amd64 6.3-2
2022-05-31 15:42:15 status unpacked libncurses6:amd64 6.3-2
2022-05-31 15:42:15 install libncursesw6:amd64 <none> 6.3-2
2022-05-31 15:42:15 status half-installed libncursesw6:amd64 6.3-2
2022-05-31 15:42:15 status unpacked libncursesw6:amd64 6.3-2
2022-05-31 15:42:15 install libnsl2:amd64 <none> 1.3.0-2build2
2022-05-31 15:42:15 status half-installed libnsl2:amd64 1.3.0-2build2
2022-05-31 15:42:15 status unpacked libnsl2:amd64 1.3.0-2build2
2022-05-31 15:42:15 install libpam-modules:amd64 <none> 1.4.0-11ubuntu2
2022-05-31 15:42:15 status half-installed libpam-modules:amd64 1.4.0-11ubuntu2
2022-05-31 15:42:15 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2
2022-05-31 15:42:15 install libpam-modules-bin:amd64 <none> 1.4.0-11ubuntu2
2022-05-31 15:42:15 status half-installed libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-05-31 15:42:15 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2
2022-05-31 15:42:15 install libpam-runtime:all <none> 1.4.0-11ubuntu2
2022-05-31 15:42:15 status half-installed libpam-runtime:all 1.4.0-11ubuntu2
2022-05-31 15:42:15 status unpacked libpam-runtime:all 1.4.0-11ubuntu2
2022-05-31 15:42:16 install libpam0g:amd64 <none> 1.4.0-11ubuntu2
2022-05-31 15:42:16 status half-installed libpam0g:amd64 1.4.0-11ubuntu2
2022-05-31 15:42:16 status unpacked libpam0g:amd64 1.4.0-11ubuntu2
2022-05-31 15:42:16 install libpcre2-8-0:amd64 <none> 10.39-3build1
2022-05-31 15:42:16 status half-installed libpcre2-8-0:amd64 10.39-3build1
2022-05-31 15:42:16 status unpacked libpcre2-8-0:amd64 10.39-3build1
2022-05-31 15:42:16 install libpcre3:amd64 <none> 2:8.39-13build5
2022-05-31 15:42:16 status half-installed libpcre3:amd64 2:8.39-13build5
2022-05-31 15:42:16 status unpacked libpcre3:amd64 2:8.39-13build5
2022-05-31 15:42:16 install libprocps8:amd64 <none> 2:3.3.17-6ubuntu2
2022-05-31 15:42:16 status half-installed libprocps8:amd64 2:3.3.17-6ubuntu2
2022-05-31 15:42:16 status unpacked libprocps8:amd64 2:3.3.17-6ubuntu2
2022-05-31 15:42:16 install libselinux1:amd64 <none> 3.3-1build2
2022-05-31 15:42:16 status half-installed libselinux1:amd64 3.3-1build2
2022-05-31 15:42:16 status unpacked libselinux1:amd64 3.3-1build2
2022-05-31 15:42:16 install libsemanage-common:all <none> 3.3-1build2
2022-05-31 15:42:16 status half-installed libsemanage-common:all 3.3-1build2
2022-05-31 15:42:16 status unpacked libsemanage-common:all 3.3-1build2
2022-05-31 15:42:16 install libsemanage2:amd64 <none> 3.3-1build2
2022-05-31 15:42:16 status half-installed libsemanage2:amd64 3.3-1build2
2022-05-31 15:42:16 status unpacked libsemanage2:amd64 3.3-1build2
2022-05-31 15:42:16 install libsepol2:amd64 <none> 3.3-1build1
2022-05-31 15:42:16 status half-installed libsepol2:amd64 3.3-1build1
2022-05-31 15:42:16 status unpacked libsepol2:amd64 3.3-1build1
2022-05-31 15:42:16 install libsmartcols1:amd64 <none> 2.37.2-4ubuntu3
2022-05-31 15:42:16 status half-installed libsmartcols1:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:16 status unpacked libsmartcols1:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:16 install libss2:amd64 <none> 1.46.5-2ubuntu1
2022-05-31 15:42:16 status half-installed libss2:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:16 status unpacked libss2:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:16 install libssl3:amd64 <none> 3.0.2-0ubuntu1
2022-05-31 15:42:16 status half-installed libssl3:amd64 3.0.2-0ubuntu1
2022-05-31 15:42:16 status unpacked libssl3:amd64 3.0.2-0ubuntu1
2022-05-31 15:42:16 install libsystemd0:amd64 <none> 249.11-0ubuntu3
2022-05-31 15:42:16 status half-installed libsystemd0:amd64 249.11-0ubuntu3
2022-05-31 15:42:16 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2022-05-31 15:42:16 install libtinfo6:amd64 <none> 6.3-2
2022-05-31 15:42:16 status half-installed libtinfo6:amd64 6.3-2
2022-05-31 15:42:16 status unpacked libtinfo6:amd64 6.3-2
2022-05-31 15:42:16 install libtirpc-common:all <none> 1.3.2-2build1
2022-05-31 15:42:16 status half-installed libtirpc-common:all 1.3.2-2build1
2022-05-31 15:42:16 status unpacked libtirpc-common:all 1.3.2-2build1
2022-05-31 15:42:16 install libtirpc3:amd64 <none> 1.3.2-2build1
2022-05-31 15:42:16 status half-installed libtirpc3:amd64 1.3.2-2build1
2022-05-31 15:42:16 status unpacked libtirpc3:amd64 1.3.2-2build1
2022-05-31 15:42:16 install libudev1:amd64 <none> 249.11-0ubuntu3
2022-05-31 15:42:16 status half-installed libudev1:amd64 249.11-0ubuntu3
2022-05-31 15:42:16 status unpacked libudev1:amd64 249.11-0ubuntu3
2022-05-31 15:42:16 install libuuid1:amd64 <none> 2.37.2-4ubuntu3
2022-05-31 15:42:16 status half-installed libuuid1:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:16 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:16 install libzstd1:amd64 <none> 1.4.8+dfsg-3build1
2022-05-31 15:42:16 status half-installed libzstd1:amd64 1.4.8+dfsg-3build1
2022-05-31 15:42:16 status unpacked libzstd1:amd64 1.4.8+dfsg-3build1
2022-05-31 15:42:16 install login:amd64 <none> 1:4.8.1-2ubuntu2
2022-05-31 15:42:16 status half-installed login:amd64 1:4.8.1-2ubuntu2
2022-05-31 15:42:16 status unpacked login:amd64 1:4.8.1-2ubuntu2
2022-05-31 15:42:17 install logsave:amd64 <none> 1.46.5-2ubuntu1
2022-05-31 15:42:17 status half-installed logsave:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:17 status unpacked logsave:amd64 1.46.5-2ubuntu1
2022-05-31 15:42:17 install lsb-base:all <none> 11.1.0ubuntu4
2022-05-31 15:42:17 status half-installed lsb-base:all 11.1.0ubuntu4
2022-05-31 15:42:17 status unpacked lsb-base:all 11.1.0ubuntu4
2022-05-31 15:42:17 upgrade mawk:amd64 1.3.4.20200120-3 1.3.4.20200120-3
2022-05-31 15:42:17 status half-configured mawk:amd64 1.3.4.20200120-3
2022-05-31 15:42:17 status unpacked mawk:amd64 1.3.4.20200120-3
2022-05-31 15:42:17 status half-installed mawk:amd64 1.3.4.20200120-3
2022-05-31 15:42:17 status unpacked mawk:amd64 1.3.4.20200120-3
2022-05-31 15:42:17 install mount:amd64 <none> 2.37.2-4ubuntu3
2022-05-31 15:42:17 status half-installed mount:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:17 status unpacked mount:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:17 install ncurses-base:all <none> 6.3-2
2022-05-31 15:42:17 status half-installed ncurses-base:all 6.3-2
2022-05-31 15:42:17 status unpacked ncurses-base:all 6.3-2
2022-05-31 15:42:17 install ncurses-bin:amd64 <none> 6.3-2
2022-05-31 15:42:17 status half-installed ncurses-bin:amd64 6.3-2
2022-05-31 15:42:17 status unpacked ncurses-bin:amd64 6.3-2
2022-05-31 15:42:17 install passwd:amd64 <none> 1:4.8.1-2ubuntu2
2022-05-31 15:42:17 status half-installed passwd:amd64 1:4.8.1-2ubuntu2
2022-05-31 15:42:17 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2022-05-31 15:42:17 upgrade perl-base:amd64 5.34.0-3ubuntu1 5.34.0-3ubuntu1
2022-05-31 15:42:17 status half-configured perl-base:amd64 5.34.0-3ubuntu1
2022-05-31 15:42:17 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2022-05-31 15:42:17 status half-installed perl-base:amd64 5.34.0-3ubuntu1
2022-05-31 15:42:17 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2022-05-31 15:42:17 install procps:amd64 <none> 2:3.3.17-6ubuntu2
2022-05-31 15:42:17 status half-installed procps:amd64 2:3.3.17-6ubuntu2
2022-05-31 15:42:17 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2022-05-31 15:42:17 install sed:amd64 <none> 4.8-1ubuntu2
2022-05-31 15:42:17 status half-installed sed:amd64 4.8-1ubuntu2
2022-05-31 15:42:17 status unpacked sed:amd64 4.8-1ubuntu2
2022-05-31 15:42:17 install sensible-utils:all <none> 0.0.17
2022-05-31 15:42:17 status half-installed sensible-utils:all 0.0.17
2022-05-31 15:42:17 status unpacked sensible-utils:all 0.0.17
2022-05-31 15:42:17 install sysvinit-utils:amd64 <none> 3.01-1ubuntu1
2022-05-31 15:42:17 status half-installed sysvinit-utils:amd64 3.01-1ubuntu1
2022-05-31 15:42:17 status unpacked sysvinit-utils:amd64 3.01-1ubuntu1
2022-05-31 15:42:17 install tar:amd64 <none> 1.34+dfsg-1build3
2022-05-31 15:42:17 status half-installed tar:amd64 1.34+dfsg-1build3
2022-05-31 15:42:17 status unpacked tar:amd64 1.34+dfsg-1build3
2022-05-31 15:42:17 install usrmerge:all <none> 25ubuntu2
2022-05-31 15:42:17 status half-installed usrmerge:all 25ubuntu2
2022-05-31 15:42:17 status unpacked usrmerge:all 25ubuntu2
2022-05-31 15:42:17 install util-linux:amd64 <none> 2.37.2-4ubuntu3
2022-05-31 15:42:17 status half-installed util-linux:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:17 status unpacked util-linux:amd64 2.37.2-4ubuntu3
2022-05-31 15:42:17 install zlib1g:amd64 <none> 1:1.2.11.dfsg-2ubuntu9
2022-05-31 15:42:17 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-05-31 15:42:17 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2022-05-31 15:42:17 startup packages configure
2022-05-31 15:42:17 configure lsb-base:all 11.1.0ubuntu4 <none>
2022-05-31 15:42:17 status unpacked lsb-base:all 11.1.0ubuntu4
2022-05-31 15:42:17 status half-configured lsb-base:all 11.1.0ubuntu4
2022-05-31 15:42:17 status installed lsb-base:all 11.1.0ubuntu4
2022-05-31 15:42:17 configure libtirpc-common:all 1.3.2-2build1 <none>
2022-05-31 15:42:17 status unpacked libtirpc-common:all 1.3.2-2build1
2022-05-31 15:42:17 status half-configured libtirpc-common:all 1.3.2-2build1
2022-05-31 15:42:17 status installed libtirpc-common:all 1.3.2-2build1
2022-05-31 15:42:17 configure libaudit-common:all 1:3.0.7-1build1 <none>
2022-05-31 15:42:17 status unpacked libaudit-common:all 1:3.0.7-1build1
2022-05-31 15:42:17 status half-configured libaudit-common:all 1:3.0.7-1build1
2022-05-31 15:42:17 status installed libaudit-common:all 1:3.0.7-1build1
2022-05-31 15:42:17 configure libsemanage-common:all 3.3-1build2 <none>
2022-05-31 15:42:17 status unpacked libsemanage-common:all 3.3-1build2
2022-05-31 15:42:17 status half-configured libsemanage-common:all 3.3-1build2
2022-05-31 15:42:17 status installed libsemanage-common:all 3.3-1build2
2022-05-31 15:42:17 configure gcc-12-base:amd64 12-20220319-1ubuntu1 <none>
2022-05-31 15:42:17 status unpacked gcc-12-base:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:17 status half-configured gcc-12-base:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:17 status installed gcc-12-base:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:17 configure ncurses-base:all 6.3-2 <none>
2022-05-31 15:42:17 status unpacked ncurses-base:all 6.3-2
2022-05-31 15:42:17 status half-configured ncurses-base:all 6.3-2
2022-05-31 15:42:17 status installed ncurses-base:all 6.3-2
2022-05-31 15:42:17 configure sensible-utils:all 0.0.17 <none>
2022-05-31 15:42:17 status unpacked sensible-utils:all 0.0.17
2022-05-31 15:42:17 status half-configured sensible-utils:all 0.0.17
2022-05-31 15:42:17 status installed sensible-utils:all 0.0.17
2022-05-31 15:42:17 configure libcrypt1:amd64 1:4.4.27-1 <none>
2022-05-31 15:42:17 status unpacked libcrypt1:amd64 1:4.4.27-1
2022-05-31 15:42:17 status half-configured libcrypt1:amd64 1:4.4.27-1
2022-05-31 15:42:17 status installed libcrypt1:amd64 1:4.4.27-1
2022-05-31 15:42:17 configure libgcc-s1:amd64 12-20220319-1ubuntu1 <none>
2022-05-31 15:42:17 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:17 status half-configured libgcc-s1:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:17 status installed libgcc-s1:amd64 12-20220319-1ubuntu1
2022-05-31 15:42:17 configure libc6:amd64 2.35-0ubuntu3 <none>
2022-05-31 15:42:17 status unpacked libc6:amd64 2.35-0ubuntu3
2022-05-31 15:42:17 status half-configured libc6:amd64 2.35-0ubuntu3
2022-05-31 15:42:17 status installed libc6:amd64 2.35-0ubuntu3
2022-05-31 15:42:17 configure libudev1:amd64 249.11-0ubuntu3 <none>
2022-05-31 15:42:17 status unpacked libudev1:amd64 249.11-0ubuntu3
2022-05-31 15:42:17 status half-configured libudev1:amd64 249.11-0ubuntu3
2022-05-31 15:42:17 status installed libudev1:amd64 249.11-0ubuntu3
2022-05-31 15:42:17 configure libattr1:amd64 1:2.5.1-1build1 <none>
